Part Name,eBay Scraped Avg Price,eBay Scraped Low Price,eBay Scraped URL,Scraped Image Path,AI Image Valid,Google Shopping Avg Price,Google Shopping URL
Seat,,,,,,,https://www.google.com/search?q=2020%20KIA%20Forte%20Seat%20used%20price&tbm=shop
Steering Wheel,,,,,,,https://www.google.com/search?q=2020%20KIA%20Forte%20Steering%20Wheel%20used%20price&tbm=shop
Sun Visor,,,,,,,https://www.google.com/search?q=2020%20KIA%20Forte%20Sun%20Visor%20used%20price&tbm=shop
