Part Name,eBay Scraped Avg Price,eBay Scraped Low Price,eBay Scraped URL,Scraped Image Path,AI Image Valid,Google Shopping Avg Price,Google Shopping URL
Cooper,,,,,,,https://www.google.com/search?q=2012%20MINI%20Hardtop%20Cooper%20used%20price&tbm=shop
